,gPC_1,gPC_2,gPC_3,gPC_4,gPC_5,gPC_6,gPC_7,gPC_8,gPC_9,gPC_10,gPC_11,gPC_12,gPC_13,gPC_14,gPC_15,gPC_16,gPC_17,gPC_18,gPC_19,gPC_20,gPC_21,gPC_22,gPC_23,gPC_24,gPC_25,gPC_26,gPC_27,gPC_28,gPC_29,gPC_30,gPC_31,gPC_32,gPC_33,gPC_34,gPC_35,gPC_36,gPC_37,gPC_38,gPC_39,gPC_40
Speed_of_sound_through_heel_left.all_ethnicities.both.static_med_corrected.IRNT,7.05996200031072e-13,-4.663087568646029e-13,-1.5589897463135224e-12,-2.6192203118455264e-13,6.776043709968502e-13,-1.8145811353673684e-12,-2.235794884925205e-12,-1.5033725436313254e-12,-5.759772495661758e-13,-3.2501104951249736e-12,-8.243062401560922e-13,-6.91908118584545e-13,-3.2309848519547233e-13,2.7009822810191817e-13,-1.0376338317849535e-12,1.0662261041192275e-12,1.074907448960068e-12,-6.97919380545452e-13,1.7199049010331042e-14,-9.807484414857583e-14,-4.910313457950898e-13,-4.688380474857511e-13,2.857076872534543e-13,2.7099019615673233e-13,-6.857424964976258e-13,3.458221837199186e-13,6.639759859516207e-13,-4.547999557780071e-13,5.934995513579229e-13,-2.6541461292313056e-13,-9.649464033252892e-15,4.8962611090887376e-14,-1.997955592179499e-13,-2.699531756031646e-14,3.260480196893227e-13,2.7430589473537766e-13,3.3386422770131436e-13,-1.3783117333489696e-13,4.896890549089526e-13,-5.163103202437604e-13
Speed_of_sound_through_heel_left.all_ethnicities.both.dynamic_med_corrected.IRNT,-7.193350676273743e-14,2.111613612751605e-13,2.8762487700978034e-12,1.1356331135447451e-12,-1.7296138493714541e-12,3.5993688032198813e-12,3.780573280445811e-12,3.5544580484595723e-12,1.721073208739529e-12,5.431869460722651e-12,7.735630642586383e-13,2.018712522460413e-12,1.927037381813212e-12,-9.351435037271716e-13,2.736198931800514e-12,-2.324068470092359e-13,-2.903418350348253e-12,-2.594403280452669e-13,-9.599603131615608e-15,4.539028871476092e-14,-1.983593345633729e-14,3.481698296114723e-13,-6.158756811608335e-13,-1.0978743327856767e-12,-2.7272522687031055e-14,-3.8522144696341995e-13,-1.189687732680162e-12,1.0791126362182093e-12,2.7220724564428736e-13,5.623084477756927e-13,6.268242946754608e-13,4.2806633023623696e-13,-8.043731594120812e-13,-3.1969706896583423e-13,-1.1538437200881421e-12,-2.3851885701075946e-13,2.8530381613752683e-13,1.3154549365634452e-13,5.928898976140879e-13,1.9547803956188007e-13
Speed_of_sound_through_heel_left.all_ethnicities.both.original.with_med_correction.IRNT,0.1378037201640211,0.004089640283628332,0.019592717145727703,0.00848516425750396,-0.014037393575042547,-0.012142353743348995,0.0018675127767713632,-0.003483228600383448,0.011129476788688772,0.005847105115357915,0.012526743074543255,-0.011641890174090381,0.002081511113010077,0.02064161003893999,0.007066464083175523,0.0016317533617103697,0.0015172821365938675,-0.00014173135396827838,-0.0037602873471447155,0.008793742041496612,0.0004001183678567215,0.0002641650307674204,0.00233062315679316,-0.007131366354481971,0.0007455055985365997,-0.008499072746355973,0.002770797703483498,0.0040954311719357,0.0069721754336302625,-0.003471694876088459,-0.0024017918858137643,0.00585944438364967,0.005919385789144858,0.004737676800500649,0.001326341704250124,-0.0018754465310630469,0.009440005761016907,-0.0017729804043481213,-0.000861917054790082,-0.0023904027453127176
Speed_of_sound_through_heel_left.all_ethnicities.both.original.IRNT,0.1378037201640211,0.004089640283628332,0.019592717145727703,0.00848516425750396,-0.014037393575042547,-0.012142353743348995,0.0018675127767713632,-0.003483228600383448,0.011129476788688772,0.005847105115357915,0.012526743074543255,-0.011641890174090381,0.002081511113010077,0.02064161003893999,0.007066464083175523,0.0016317533617103697,0.0015172821365938675,-0.00014173135396827838,-0.0037602873471447155,0.008793742041496612,0.0004001183678567215,0.0002641650307674204,0.00233062315679316,-0.007131366354481971,0.0007455055985365997,-0.008499072746355973,0.002770797703483498,0.0040954311719357,0.0069721754336302625,-0.003471694876088459,-0.0024017918858137643,0.00585944438364967,0.005919385789144858,0.004737676800500649,0.001326341704250124,-0.0018754465310630469,0.009440005761016907,-0.0017729804043481213,-0.000861917054790082,-0.0023904027453127176
Total_bilirubin.all_ethnicities.both.static_med_corrected.IRNT,2.0975902554911964e-12,1.7906656210292558e-12,4.021368023291225e-11,8.97676937844485e-12,-1.0276746185347132e-11,-5.284817874337605e-12,-2.865063366461589e-12,-4.402055299137969e-12,-2.626892057923992e-12,-9.023432103586849e-13,-3.2498614125953653e-12,1.4730802265131768e-12,-1.6860756401256428e-12,2.7783089354477398e-12,-1.954888580624618e-12,1.3025105909847978e-12,2.8232534887312263e-13,-8.25858838123231e-13,-9.100443711986206e-14,7.82875887674356e-13,6.1568765596145e-13,2.608610317999573e-13,-2.075002297491671e-14,9.095737275747451e-13,1.2249248363725654e-13,-7.860670724869167e-13,-4.2541769808045853e-13,-1.6806074433427584e-13,4.1745035962977613e-13,-1.9005186500904198e-13,-2.866388574890038e-13,-7.273031350118184e-13,5.606086713004266e-13,4.1370613556749026e-13,3.577351007005954e-14,4.633730979426869e-13,-4.9810984829965964e-14,-3.0183149924682923e-13,-1.1624239423857073e-13,2.4310326253546235e-13
Total_bilirubin.all_ethnicities.both.dynamic_med_corrected.IRNT,-3.696652605620317e-12,-2.518551814790743e-12,3.042570989263047e-11,-6.367766988728779e-13,-1.0570491483892218e-11,2.404303679364509e-12,3.1675327853567164e-12,2.0053318736790755e-12,5.537609760200446e-13,2.303042965607264e-12,2.052101685497573e-12,1.2925060716716335e-12,-1.6183676591884535e-12,1.7257603557904076e-12,-6.221586634063202e-13,9.915750120860179e-14,-8.410784512270103e-13,-8.88447351858084e-13,-3.3533488511740105e-13,-2.908764097900898e-14,2.788142458254173e-13,7.055859254333363e-13,-1.9085675997787336e-13,-7.138278394725971e-14,4.682177423334432e-13,-2.33585592014801e-13,-2.9141772703837213e-13,7.67191475695609e-14,8.991561381973253e-14,-3.367737112374832e-13,-2.375211119616759e-13,-1.3032784974337172e-12,6.066597855224625e-13,-3.744312626867187e-13,-2.5278055471300273e-13,-4.9311169446841284e-14,-1.2161694669576317e-13,-6.421240460254985e-13,-6.038725476894643e-13,9.631501145142451e-14
Total_bilirubin.all_ethnicities.both.original.with_med_correction.IRNT,-0.018099953794149814,0.0012351602518281164,-0.009331858913336063,-0.022182805606584442,-0.011394506490993191,0.0009676980870426892,-0.009225588009862467,0.00526559678859558,-0.002356208619894545,-0.006309230004186068,-0.012727235951173995,-0.007525313217931874,-0.011908949528103776,-0.003716055814147301,0.007927476520756154,0.0031146645523126193,0.000411943055649905,-0.00400930030128335,0.004342801859059771,-0.004171020334565616,-0.0040896979653419025,0.005419991784849745,0.006731708894801992,-0.0008542646284117737,-0.00868693313362033,-0.0013315610057704381,0.0013162846869914778,0.0008847688992596177,-0.0004755750440487602,0.004167475260228942,1.8626438668743058e-05,-0.0004908170890950551,0.00300864028850487,1.0971397125766424e-05,-0.0025425071954172495,0.004269057097449019,-3.3788536310055044e-05,-0.003342926103126198,0.0010128332535576739,-0.0030306466266830628
Total_bilirubin.all_ethnicities.both.original.IRNT,-0.01870363774966197,0.0010111729725303285,-0.007605037022567772,-0.02131971785862152,-0.011311946459464744,0.00016206158945188093,-0.00927534937172186,0.004609328950588311,-0.0012762212722164197,-0.005782956353868161,-0.011727599241896858,-0.007902636318061526,-0.011639923268378987,-0.0023868426012892434,0.008368941955329258,0.003088591430256218,5.2265846675926243e-05,-0.0035510474566372587,0.004216403894683451,-0.0030386516526234022,-0.0035850713472105524,0.005340202205626305,0.006519222626340837,-0.0008033997492693807,-0.008247086711686166,-0.0010712247715575507,0.0011350105981577645,0.0009457146987617306,-0.0005820624688372579,0.003992327782846247,7.472485277968676e-05,-0.0007010698043930754,0.0033097319666323725,0.0001536471357354286,-0.0026479910434113125,0.004119304655638627,-0.00012155262472455546,-0.0035505344994595906,0.0010317136978159258,-0.0029346268792194118
Heel_broadband_ultrasound_attenuation_right.all_ethnicities.both.static_med_corrected.IRNT,-4.503392185840764e-12,3.404535330419668e-12,2.1880224258371035e-12,7.649650933639131e-13,1.7662195361229457e-12,2.496637011596351e-12,1.3970095332671834e-12,1.3940792911195041e-12,1.1282228969057317e-12,2.919430981557287e-12,3.4310030399163956e-13,1.003688846926546e-12,3.1878391007986124e-13,1.5920931612126807e-12,6.299463932548389e-14,8.413240164910387e-13,-5.428117946361673e-13,-1.0874175538267423e-13,1.5348504705663893e-13,-6.139776229132529e-14,-7.654938181137456e-14,3.8415268239830555e-14,-1.3951174297009381e-13,-3.397877115345825e-13,1.643651013004304e-13,6.696325022544015e-14,-2.789608421304038e-13,1.682945153781331e-13,1.0256059352868514e-13,-1.8406798679813578e-13,-3.158891921033429e-13,6.135104040441803e-14,-7.433346681724746e-15,-8.524514954235988e-14,-1.3355158242350592e-13,-3.452768410987373e-13,-1.396865005400507e-13,-8.443265933008522e-14,2.428700526582239e-13,6.6351389420149e-14
Heel_broadband_ultrasound_attenuation_right.all_ethnicities.both.dynamic_med_corrected.IRNT,-7.839713422315095e-13,3.952019209675666e-13,-1.7814121862017807e-13,-6.24333071764905e-13,-1.69235198056241e-12,-5.739934733767994e-13,-5.205027582261834e-13,2.0635258448178155e-14,-5.987506141658281e-13,-1.007288214041237e-12,-3.54196659578481e-13,-3.4878362067461853e-13,-5.518425131476951e-13,-1.5278795300714955e-12,-4.1264255221428135e-14,-5.229191687357497e-13,-3.3310173664795384e-13,1.7440801768557885e-13,-1.3687793777928485e-13,-1.7787100573148203e-13,-2.4114218187697246e-14,-3.8775912677586386e-14,1.413532490011111e-13,2.0378336727785874e-13,-1.3548963779899735e-13,-2.7035250653178787e-13,-1.4374366664840927e-13,4.128802801817848e-14,-3.976967285225907e-14,9.917864292228737e-14,2.533917553403663e-13,1.9262050066257764e-14,2.38941616048583e-13,-2.227111099339728e-13,-1.6813108585513404e-13,1.7968853209303212e-13,1.928657390390515e-14,-6.527849272524251e-14,-1.0804721992540091e-13,-1.446438582163614e-13
Heel_broadband_ultrasound_attenuation_right.all_ethnicities.both.original.with_med_correction.IRNT,0.1098851500275331,0.007422900636152117,0.018911292138362113,0.017260639864226685,0.0037408301276190443,-0.010479169723730931,0.003720279862923648,-0.0018584833838716577,0.009899580845253355,0.009269821912421624,0.004415432442498217,-0.0008611452964066587,0.00046674490807661206,0.009169082049694546,0.004803736900749506,-0.010037226143046793,-0.001535875485260971,0.0014661157972154894,-0.0066519413031933,0.0062879326870780225,0.0024235728358279985,-0.0009850366017989296,0.0037054475943718228,-0.006726558639054672,-0.0033901185935152245,-0.005187113170096736,0.0031395665672021723,0.0021293489901354416,0.006783265692918476,-0.0012621710888289903,-0.003944565957208086,0.0029158410181463917,0.006332728605923649,0.004370026994674561,0.0005498343284067677,-0.003068027282463771,0.008846053971096474,-0.0011576754565294886,0.0013587659564819005,-0.004502227382631799
Heel_broadband_ultrasound_attenuation_right.all_ethnicities.both.original.IRNT,0.11252171512630618,0.009563339253597869,0.018786795170672006,0.018261638175125643,0.002869991478197181,-0.011441855787826624,0.0028266182984544373,-0.0026721793206036073,0.010164106119629403,0.009872083886349957,0.004909815460227701,-0.0010327503688499736,0.0008489813364721011,0.009886077645336383,0.004897166528846399,-0.01029267554670753,-0.0015323405491470877,0.0017458036608873125,-0.006892333771572345,0.006871408895517809,0.0031626088434064934,-0.0011104890786149374,0.0035517123798322024,-0.006544197398716104,-0.0027415397764267986,-0.00509212212339582,0.003546420888573327,0.001984604212715285,0.006415658893900549,-0.0013887299325832738,-0.003794787798523799,0.0022643825758895666,0.006195865680739491,0.004285368110864768,0.00031992692056778736,-0.0027564211476201386,0.008763991284729536,-0.0012472614543651119,0.001374313675460205,-0.004547531582435544
Glucose.all_ethnicities.both.static_med_corrected.IRNT,-4.618040562886866e-11,5.222292602489006e-12,2.37180928047579e-11,1.4689187379027908e-11,-8.573098761791105e-12,-1.3776022823304503e-11,-1.4918875888631898e-11,-1.492324483219447e-11,-6.116427257068358e-12,-1.0688375445105828e-11,-6.361324732782884e-12,-1.0367389480988566e-11,-6.568414345550261e-12,1.2376212298484921e-12,-5.312534667668791e-12,6.493870298885378e-12,2.9229976185002492e-12,-5.590472716688036e-13,6.698723919786571e-13,1.6325724278312005e-12,-1.6883702877241263e-12,-1.2497516126182033e-12,2.166305364575105e-12,9.55537301301028e-13,-8.683378399688716e-13,1.7850070974261468e-12,1.1718762224132143e-12,-1.0064480638799644e-12,5.66346406391236e-13,1.0983959688898536e-12,-1.5654203911272482e-12,3.2122789798794144e-12,3.530431733887789e-12,-6.611491458063782e-13,-7.846328085545862e-13,8.258019916658946e-13,1.86480233434085e-13,-7.071200423760972e-13,5.105484604097023e-13,-2.6740899786175645e-12
Glucose.all_ethnicities.both.dynamic_med_corrected.IRNT,-4.882379544424323e-14,2.9092027566600614e-12,3.632790138113122e-12,1.539099873775269e-12,-1.6394396670265067e-12,-5.3364803963566815e-12,-7.0864257583169615e-12,-6.247943757964823e-12,8.074308390428372e-13,-4.265703073254545e-12,1.5629186451055135e-14,-6.713522097722437e-12,-1.6182542436572222e-12,3.07621637527003e-13,-1.907155419211448e-12,6.416271193972669e-13,-1.6019661076572543e-13,1.579437113760677e-12,-8.539280925814154e-13,-3.4320991789858014e-13,7.42201669031588e-13,-1.091415375324429e-12,1.1465910888143069e-12,3.5824415501854233e-12,8.810580821360052e-13,-6.546003413672261e-13,8.304458480880426e-13,-1.5239471340165734e-12,7.772282476480425e-13,6.219420856142791e-13,6.734838102125365e-14,3.0298792108553513e-13,3.7635228489956e-13,7.968112683338519e-14,-3.0014379008008295e-13,1.8513271267332103e-12,-1.1988305954638292e-12,2.6926471538633242e-12,4.2875954880383683e-13,2.664333249121574e-13
Glucose.all_ethnicities.both.original.with_med_correction.IRNT,-0.00799503473495848,-0.02124900853422847,0.007645169596272073,0.009108981116130606,-0.0160447745121261,-0.005460609163782365,-0.0013538984582996327,-0.0075031684483327634,0.007256491906642023,-0.003239180968696986,0.010562479082633384,0.0003166358620587291,0.0023415000705168058,-0.006208904663656738,0.005576382967137001,-0.0058056266304435085,-0.0037346877516560625,0.009648356934849148,-0.0002225512987226582,0.004713630958995901,0.003356994066640791,0.0012318160825828973,-0.0006462926436754943,0.001235810925142514,0.002366945624793176,0.002809933354093563,-0.0013440732571145008,-0.0005048272526188006,-0.0022122484638429263,0.00011828935930831443,0.0029765317159646744,0.00042674011735470153,0.003395020229732282,-0.0010830555480436151,0.0019335465529189786,7.942339416335551e-05,-0.0001723820359284261,-0.000911573413608292,-0.001326920387366482,0.0024631361557453718
Glucose.all_ethnicities.both.original.IRNT,-0.007768927139743005,-0.02135842480466656,0.007352174845491301,0.008999257136602485,-0.016140385450370876,-0.005392231114123552,-0.0013331591528512423,-0.007375963300741241,0.007102514481598848,-0.0033930546558836364,0.010424918002754956,0.00036331959280055893,0.0022371167104370633,-0.006515852622510563,0.00553874495990859,-0.005865800571346025,-0.0036711522123884324,0.009713611412576562,-0.00019271971627943577,0.004598880846371397,0.0032802801072468243,0.001210111849099777,-0.0006175684239378372,0.0012382887301605342,0.0023173035044454352,0.002770481946167976,-0.001361602193898022,-0.0005680296426763397,-0.0022341218281936013,0.00013451782819325544,0.0030574505298137217,0.0004121592219741986,0.0033020360715419472,-0.0011129569794737569,0.0019390997056118531,7.299789975267454e-05,-0.0001288669104681301,-0.000879702025715795,-0.0013866566193455737,0.0024618277457107885
Leg_fat_percentage_right.all_ethnicities.both.static_med_corrected.IRNT,9.087238534100377e-12,-1.6133004568432212e-12,1.7058571671149132e-11,-1.0883043031268438e-11,-3.658697667727902e-12,9.74988550142241e-13,7.224572544245424e-13,1.2144450214149967e-12,-9.255372555369e-13,3.828460362984464e-13,5.001784852862657e-12,-1.1422673456296492e-12,-6.221673300062388e-13,-3.891780553871375e-12,7.030340412483695e-13,3.8384131020278405e-14,-1.2826680870537017e-12,-3.8998955277479234e-13,-1.4125626953279501e-12,1.5675639961909427e-12,1.3328930174529034e-12,-7.434107929422104e-13,-6.758247444678732e-13,1.1871264724699557e-15,1.3823499214655045e-12,1.5269101563710472e-13,-1.6771150119829272e-13,1.1361331341795249e-12,-2.75091258229924e-14,1.7670511850070162e-13,2.5827523467518367e-13,-3.5259483184735893e-13,5.280702371518049e-13,1.1925396402248167e-13,3.100255458367664e-13,-1.15615672173434e-13,3.9181872547400363e-13,2.8486536327360065e-13,4.838198099640011e-15,2.7012655844250256e-13
Leg_fat_percentage_right.all_ethnicities.both.dynamic_med_corrected.IRNT,2.3624598004013357e-11,-3.84566832225977e-12,-3.300883284469053e-11,-9.152278583021377e-13,1.890391395863765e-11,6.020499445785327e-12,3.0748838172289315e-12,5.485274012001392e-12,9.426691059317378e-13,-1.2920639738893594e-13,-1.4618529141795302e-13,-1.471025757858037e-12,1.6782402006545263e-12,-5.000629219579791e-12,1.8406392730087365e-12,-2.1950994195731357e-12,2.9321408290017277e-13,1.456308443838495e-14,3.9646321704481266e-13,-1.4654526300377875e-12,-1.6195111863792544e-12,1.658449705590042e-13,1.0023459763371986e-12,-7.494719139500833e-13,-2.349048898847833e-13,2.2203093408982686e-13,4.94922188293513e-13,-2.996959449738434e-13,3.2019463236764694e-13,1.7223707155731593e-14,1.3651101929098677e-13,1.6491389086577256e-12,-5.777316258458313e-13,6.145116895411027e-13,6.186794834423116e-13,-1.137580854131356e-13,-2.8372714983783036e-13,5.163509732610241e-13,9.568962290278657e-13,-7.792830612998946e-13
Leg_fat_percentage_right.all_ethnicities.both.original.with_med_correction.IRNT,0.027934592131792734,0.027792412908133942,0.006823456750802031,0.027834609638886218,0.02742524597457927,0.004630993404333141,-0.005645299074139348,-0.004918720206024227,-0.0028823697045115945,-0.0022634153324511594,0.010709685720237613,-0.0020156296256414533,0.012023491392000112,0.01358960278527944,-0.005733295786409388,0.004860529194682425,0.0011285611306936338,0.002219454969332427,-0.0017047545251619991,0.013036963306316844,0.009050065494089569,-0.0014195080998232912,-0.009449370850670888,0.005724905820637016,0.00668046059521243,0.004729592756553246,-0.0026683060624753023,-0.0013951574143767384,-0.0016076197296774587,-5.990519335466896e-05,0.0016441447702386478,0.0011945746437676615,-0.002494597531214922,-0.0042543139446634725,0.0033389956707061985,-0.0020427617610690113,-0.0017927725884482467,0.003418213187999846,-0.0026012681417136073,0.007121416646507613
Leg_fat_percentage_right.all_ethnicities.both.original.IRNT,0.024748011765725542,0.028004733508333622,0.006590599282286734,0.027595905483095925,0.027931426064046364,0.004385394028208552,-0.005531306595293384,-0.004987494068022979,-0.0023506826498281034,-0.0023656169190984858,0.010886201393856328,-0.0017783425229784427,0.011973892272901313,0.014006472628094976,-0.005900052962172798,0.004943036960306754,0.0010061229145717594,0.002398018754050507,-0.0017239508049438001,0.013196177130689964,0.009195908067711011,-0.0015752432849449759,-0.009494004156590932,0.005710483677275358,0.006834337811499361,0.004760743873963888,-0.002649271524870744,-0.0012007773324164428,-0.0016667453974422701,7.224445053827235e-05,0.0015699503755225305,0.001156854100461793,-0.0024510729914455206,-0.004196078155870479,0.00313153148497996,-0.0021313164219069723,-0.0016888721429982442,0.0032986937424956475,-0.002588407620405502,0.007091569269649752
Leg_fat_free_mass_right.all_ethnicities.both.static_med_corrected.IRNT,-3.688542000119089e-12,-5.481376447689891e-12,2.018159909473642e-11,1.4086879552693652e-11,-2.6854719032564915e-12,-5.384947064976813e-13,1.0098185421873997e-12,-1.0141240579800727e-12,-1.8802337458410277e-12,7.313088597790316e-13,-4.904671271552332e-13,1.0574491560011905e-12,-1.7717176836207698e-12,3.694627911626384e-12,-2.34577686188872e-12,1.996821811348311e-12,5.607919854035792e-13,-1.606707482757494e-13,-1.6576925157150797e-13,1.054763108190579e-12,3.022746544649149e-13,-5.798198871055702e-13,1.9579226378327135e-13,1.1384902118699158e-12,3.239664891484693e-13,-6.374234852579671e-13,-6.912735939456263e-13,-5.585388453322902e-13,3.9132857720094797e-13,-4.4672120839445097e-13,-4.4758941734575113e-13,-4.068623879297373e-13,1.132845138859889e-12,1.7827010016088765e-13,1.1914944424043453e-13,3.9706406985829606e-13,-3.8999129242712376e-13,1.7140639826716038e-13,-4.056914430409516e-13,-2.2420796105673914e-13
Leg_fat_free_mass_right.all_ethnicities.both.dynamic_med_corrected.IRNT,-3.210446312016085e-11,7.481788431759496e-12,-1.0501806756353812e-11,1.2171312744323572e-11,6.536942712481715e-13,-3.5687376086954553e-12,-3.149057197064638e-12,-3.5165593888439336e-12,-1.7751420422915445e-12,-4.560570320510123e-12,-6.587293204809281e-12,-3.865077588890319e-13,-5.286131342825678e-13,3.464389056993751e-12,-1.862674359431623e-12,1.1531694572311343e-12,1.457295129035842e-12,1.201116394167697e-13,9.753130291289548e-13,-8.65757057341611e-14,-4.351428173358386e-13,3.482988601460511e-13,1.1525298557596712e-12,1.1917443619051352e-12,-7.216639920970378e-13,-6.226503384257887e-13,-4.3434591442232087e-13,-1.7911985647457843e-12,4.6133860763461857e-14,-3.8944611951413026e-13,-3.2993121426830513e-13,-2.2528165197150534e-13,6.78196594136585e-13,-4.052477344848012e-13,-1.1313256492302871e-13,4.515617106655447e-13,-6.355160677787418e-13,-3.6300149831070294e-13,-8.147554233270789e-13,-2.3191296115307684e-13
Leg_fat_free_mass_right.all_ethnicities.both.original.with_med_correction.IRNT,-0.001720995459202173,0.06980076138621162,-0.0021484604982687245,-0.0056231251678397496,-0.03049568723076332,0.0017608790379498866,0.006305926701564553,0.016760414562031586,-0.0016362156915037483,0.010701794780170049,-0.009650870650038437,0.010623109964135428,-0.007094554222968664,-0.01487858509149775,0.002045402283488017,-0.014068550634497346,-0.007307155993152137,-0.001362694305782769,0.0002263997840276093,0.0023704916077183858,0.0016947207620990846,-0.0018937607585594572,0.0024829666797979437,0.0030328970752389046,2.4152636023104147e-05,-0.0006094534374984149,-0.0008361270028799286,0.0015719748026659932,0.0026438453720357565,-0.001585945804849869,-0.003099151968879363,-0.0037675517828403182,0.004028366229721272,-0.0040917876451635835,0.0018800970351651322,0.003999722606144808,-0.0027613139585089164,0.0020291025174225246,-0.003925318737446467,0.0016840425992106771
Leg_fat_free_mass_right.all_ethnicities.both.original.IRNT,0.000252242891989282,0.06980894572069593,-0.0016997921833095272,-0.005193512243468722,-0.030665697827673664,0.0014054263058689669,0.00606443454902377,0.01652288688028358,-0.0016198498477216718,0.01100928042353987,-0.009324399318496029,0.010195288718113276,-0.006815737554611953,-0.01476904511641592,0.0023309204912895986,-0.014180605120356269,-0.0073235851516533345,-0.0013919403584765717,0.00011060438060646866,0.002680811944506333,0.0018953714914138342,-0.00199112141267329,0.0023450552836196074,0.003077517218799616,4.63543113540487e-05,-0.0005632826308004994,-0.0008543240643776635,0.001475389299339753,0.002655411420060041,-0.0016974751825615418,-0.0030309320332450674,-0.003783769115325575,0.004096491116811357,-0.004123308457178258,0.0020035082756664764,0.00389891550414405,-0.0028931293014096545,0.0018961801363258193,-0.00391299016992231,0.0017506459985033155
Haematocrit_percentage.all_ethnicities.both.static_med_corrected.IRNT,-2.3424966133153103e-12,1.1943826636735218e-12,-2.2385968053317667e-13,1.9614643760344925e-12,-3.706134227049399e-12,-2.2586871808408167e-12,-2.8232859603426373e-12,-2.672098617565754e-12,2.49202900958409e-13,-1.4475215350482873e-12,-3.320314761033034e-13,-1.4974428898254702e-12,-8.088354928672408e-13,2.186675261680427e-12,-8.064258414916706e-13,3.5241656149535993e-13,2.545666877973854e-13,-2.803470081004458e-13,2.901929703188183e-13,-2.8522726769842905e-13,-2.064781886274069e-13,1.9846298768539304e-13,2.0315385878249031e-13,8.250555131140744e-14,-2.377443338761879e-13,1.510505376373803e-13,1.1628105171729747e-13,-5.804246238649532e-13,2.851396426447464e-13,-2.9889289877444383e-13,-4.4519156468993723e-13,-2.5736624754020316e-13,-1.1228262353371061e-13,1.1201427366357453e-13,-2.1688121609779395e-13,1.4996318569083086e-13,1.608966188469245e-13,3.4256333844489544e-13,-5.930090611140432e-14,1.4750428971911644e-13
Haematocrit_percentage.all_ethnicities.both.dynamic_med_corrected.IRNT,-1.326420374331946e-12,1.4454468885173816e-12,-5.432845300952244e-12,1.4788679476473687e-12,1.8707766460298516e-12,2.2504512259215974e-12,3.006141063892465e-12,2.375212222089702e-12,1.5783084030506319e-13,1.011756528386237e-12,-1.3444918852379954e-12,1.0107539198833878e-12,3.540038606257783e-14,-4.1841762717913633e-13,1.0796045654819538e-13,-9.10481005411627e-13,3.8015326481614743e-13,9.079510295544572e-13,9.989773810859985e-13,-1.3068008326513331e-12,-1.1317965270148435e-13,4.451622837883561e-13,-3.6743876385625686e-13,-1.215021949641606e-13,3.978422484039526e-14,-6.8106939906912e-13,-8.498139139386255e-13,-5.940739675942336e-13,3.1768355630947107e-13,-9.023350851007715e-13,-7.703618976856925e-13,-1.0112484839577871e-12,1.6958033265344392e-13,4.239989167914251e-13,-3.87614921832606e-13,2.0015208601802448e-13,-1.2238617525503702e-13,4.878234789455851e-13,1.4427175314845967e-13,-7.340903255678151e-14
Haematocrit_percentage.all_ethnicities.both.original.with_med_correction.IRNT,-0.039511699541783234,0.00045582075490127095,-0.007492624787258608,-0.0012640154247963533,-0.01823585503779899,-0.005687343645502432,0.01627249974239573,0.0006617298452460332,0.002916273539408444,-0.002673140137479409,-0.0003174548960350801,0.006494287126324367,0.0036870995278680233,-0.0014286059985506017,0.0046573191645911454,-0.008381069798145228,-0.005146150451320806,-0.007155869490807207,-0.0005005742511425063,0.003709308724350331,-0.0007755850452592513,-0.0009199797059588384,0.0009478634436133881,0.0016402790874833673,0.00261959786587383,-0.0017686347515990287,0.001222078197102127,-0.003195500773775927,-0.0006877752659979396,-0.0014920925312430105,-0.003634159183112556,-0.0012416741000257968,0.01011024923802952,0.0010243149441424469,-0.0017361752903053522,0.0016674424317453314,-0.0018292155976157784,-0.005602630907338481,-0.002241871596217485,-0.00062154146806713
Haematocrit_percentage.all_ethnicities.both.original.IRNT,-0.04007272509831333,-0.0005252280650168449,-0.008519376570148033,-0.0019492816950149646,-0.01843725194751088,-0.005232155479918192,0.016155075689907657,0.0012530831720605476,0.0023983426279579646,-0.0028873353603588265,-0.0007425732626292142,0.006484877260527566,0.003022796177749272,-0.002196652613135567,0.0043400786236186375,-0.008381712249077007,-0.0049987714845943195,-0.007687018568287391,-9.741642427333862e-05,0.0026756860073117845,-0.001371226795257899,-0.0006752074886855386,0.0013939535978371887,0.0014109936897283477,0.0020836740242414,-0.001816418473658389,0.0013178308171274153,-0.0034475145695933543,-0.000621078112048958,-0.001336325384273981,-0.003722838586816777,-0.0010880412283489804,0.009760970600811271,0.0010758896591825436,-0.0017713316010360518,0.0019948998481072915,-0.001787864873420689,-0.005662805226210815,-0.0020994234701298548,-0.0007320316618646579
