PHENOTYPE,EVEN_COS_SIM,EVEN_PEARSON,MAX_ABS_BETAS,BETA_PVALUE,MEAN.DELTA.R2,R2_PVALUE
Eosinophill_count.all_ethnicities.both.static_med_corrected.IRNT,2.988007759929161,3.0135461415009286,4.9478278143117e-4,0.4158415841584158,7.22773751536587e-6,0.009900990099009901
Eosinophill_count.all_ethnicities.both.static_med_corrected.RAW,3.1765759694412745,3.1266277519689454,4.9506015220646e-4,0.19801980198019803,5.56544130545443e-6,0.009900990099009901
Eosinophill_percentage.all_ethnicities.both.2nd_visit.original.RAW,2.912903833359787,3.314833955765753,5.1039262122115e-4,0.0099009900990099,5.630944113196347e-5,0.42574257425742573
Eosinophill_percentage.all_ethnicities.both.dynamic_med_corrected.IRNT,2.7237408689748164,2.7567347481483946,4.9570582970853e-4,0.0198019801980198,7.010182201727387e-6,0.009900990099009901
Eosinophill_percentage.all_ethnicities.both.dynamic_med_corrected.RAW,3.0532089712942767,3.1226651510597025,4.9557597685349e-4,0.06930693069306931,5.77314345042998e-6,0.009900990099009901
Eosinophill_percentage.all_ethnicities.both.original.IRNT,2.999214154110706,2.999194927658118,4.9608849245136e-4,0.0099009900990099,7.021661043144986e-6,0.009900990099009901
Eosinophill_percentage.all_ethnicities.both.original.RAW,3.3459456127803926,2.925996921814163,4.953389090833e-4,0.0099009900990099,5.75614658763178e-6,0.009900990099009901
Eosinophill_percentage.all_ethnicities.both.original.with_med_correction.IRNT,2.9739343106582043,2.973914253054697,4.9575431716742e-4,0.0396039603960396,6.889738997782613e-6,0.009900990099009901
Eosinophill_percentage.all_ethnicities.both.original.with_med_correction.RAW,3.3437182046205134,2.888507773009459,4.9526089488683e-4,0.0396039603960396,5.6962159066687584e-6,0.009900990099009901
Eosinophill_percentage.all_ethnicities.both.static_med_corrected.IRNT,2.8088558371774517,2.7993591412716188,4.9556723971499e-4,0.0594059405940594,7.030822754862658e-6,0.009900990099009901
Eosinophill_percentage.all_ethnicities.both.static_med_corrected.RAW,3.3975882873412897,3.397681396178499,4.9531540769e-4,0.1188118811881188,5.718121923097671e-6,0.009900990099009901
Forced_expiratory_volume_in_1_second_FEV1.all_ethnicities.both.2nd_visit.original.RAW,2.9114053606551,3.258524126903925,5.0924795287482e-4,0.0099009900990099,3.2405192138373895e-5,1
Forced_expiratory_volume_in_1_second_FEV1.all_ethnicities.both.dynamic_med_corrected.IRNT,2.8764259083158294,2.801029054771458,4.9469791698831e-4,0.504950495049505,6.815778267619041e-6,0.009900990099009901
Forced_expiratory_volume_in_1_second_FEV1.all_ethnicities.both.dynamic_med_corrected.RAW,2.9494320163067966,2.893375793162251,4.9497169805829e-4,0.3465346534653465,6.943155042827992e-6,0.009900990099009901
Forced_expiratory_volume_in_1_second_FEV1.all_ethnicities.both.original.IRNT,2.683582153748469,2.6834930889412845,4.9432104339495e-4,0.6138613861386139,3.7158309066920303e-6,0.009900990099009901
Forced_expiratory_volume_in_1_second_FEV1.all_ethnicities.both.original.RAW,2.909886012977148,2.6901154412796475,4.9381188848896e-4,0.6039603960396039,3.778690376321503e-6,0.009900990099009901
Forced_expiratory_volume_in_1_second_FEV1.all_ethnicities.both.original.with_med_correction.IRNT,2.683582153748469,2.6834930889412845,4.9432104339495e-4,0.6138613861386139,3.7158309066920303e-6,0.009900990099009901
Forced_expiratory_volume_in_1_second_FEV1.all_ethnicities.both.original.with_med_correction.RAW,2.909886012977148,2.6901154412796475,4.9381188848896e-4,0.6039603960396039,3.778690376321503e-6,0.009900990099009901
Forced_expiratory_volume_in_1_second_FEV1.all_ethnicities.both.static_med_corrected.IRNT,3.054749999656369,2.949494934374303,4.9496362297129e-4,0.31683168316831684,6.618009121859731e-6,0.009900990099009901
Forced_expiratory_volume_in_1_second_FEV1.all_ethnicities.both.static_med_corrected.RAW,3.051626388998136,2.9535437775410007,4.9504726891016e-4,0.31683168316831684,6.750102566408206e-6,0.009900990099009901
Forced_vital_capacity_FVC.all_ethnicities.both.2nd_visit.original.RAW,2.916269633836228,3.199747311060948,5.1686453683949e-4,0.0099009900990099,3.175721777326501e-5,1
Forced_vital_capacity_FVC.all_ethnicities.both.dynamic_med_corrected.IRNT,2.9424892007007153,2.938639945500188,4.9464120379745e-4,0.45544554455445546,7.648059286881284e-6,0.009900990099009901
Forced_vital_capacity_FVC.all_ethnicities.both.dynamic_med_corrected.RAW,2.9530401734350207,2.953088720925287,4.948951286385e-4,0.32673267326732675,6.917754803154692e-6,0.009900990099009901
Forced_vital_capacity_FVC.all_ethnicities.both.original.IRNT,2.61886543239427,2.6187750602937268,4.9478188122545e-4,0.3069306930693069,4.071610186118235e-6,0.009900990099009901
Forced_vital_capacity_FVC.all_ethnicities.both.original.RAW,2.9323087326945756,2.6447862375393294,4.9240332730318e-4,0.3564356435643564,4.000501850565108e-6,0.009900990099009901
Forced_vital_capacity_FVC.all_ethnicities.both.original.with_med_correction.IRNT,2.61886543239427,2.6187750602937268,4.9478188122545e-4,0.3069306930693069,4.071610186118235e-6,0.009900990099009901
Forced_vital_capacity_FVC.all_ethnicities.both.original.with_med_correction.RAW,2.9323087326945756,2.6447862375393294,4.9240332730318e-4,0.3564356435643564,4.000501850565108e-6,0.009900990099009901
Forced_vital_capacity_FVC.all_ethnicities.both.static_med_corrected.IRNT,2.9452716886795676,2.8709350805050953,4.9464056201333e-4,0.504950495049505,7.541499720350149e-6,0.009900990099009901
Forced_vital_capacity_FVC.all_ethnicities.both.static_med_corrected.RAW,2.9510752282748496,2.863383134348331,4.9466480224446e-4,0.4455445544554455,6.807429797874259e-6,0.009900990099009901
Gamma_glutamyltransferase.all_ethnicities.both.2nd_visit.original.RAW,2.8952933933349563,3.3473297287241777,5.1385413271626e-4,0.0099009900990099,6.974454679806869e-5,0.06930693069306931
Gamma_glutamyltransferase.all_ethnicities.both.dynamic_med_corrected.IRNT,2.643079889400503,2.7132503072912195,4.9424931251134e-4,0.6237623762376238,5.978851006112495e-6,0.009900990099009901
Gamma_glutamyltransferase.all_ethnicities.both.dynamic_med_corrected.RAW,3.0949348531294554,3.161991331687107,4.9376811317473e-4,0.8712871287128713,3.4475788059468887e-6,0.009900990099009901
Gamma_glutamyltransferase.all_ethnicities.both.original.IRNT,3.227919701818017,3.227875356185385,4.950997736125e-4,0.1485148514851485,5.583464839531427e-6,0.009900990099009901
Gamma_glutamyltransferase.all_ethnicities.both.original.RAW,3.2296284342872945,3.0727653130242105,4.9348482511674e-4,0.13861386138613865,3.475958143539515e-6,0.009900990099009901
Gamma_glutamyltransferase.all_ethnicities.both.original.with_med_correction.IRNT,3.1897949458620336,3.1897482000179456,4.9454261363434e-4,0.4158415841584158,5.326981930203756e-6,0.009900990099009901
Gamma_glutamyltransferase.all_ethnicities.both.original.with_med_correction.RAW,3.2207765925864154,3.0522298255433276,4.9351952890962e-4,0.45544554455445546,3.4430281378519667e-6,0.009900990099009901
Gamma_glutamyltransferase.all_ethnicities.both.static_med_corrected.IRNT,2.978349785933356,2.975210274285124,4.9441668571051e-4,0.594059405940594,6.080350607468774e-6,0.009900990099009901
Gamma_glutamyltransferase.all_ethnicities.both.static_med_corrected.RAW,3.0003701522447916,2.9907229422828756,4.9376061674876e-4,0.8316831683168316,3.428232213603877e-6,0.009900990099009901
Glucose.all_ethnicities.both.2nd_visit.original.RAW,2.915763196055668,3.428289912477681,5.1445231863617e-4,0.0099009900990099,7.051268237103989e-5,0.7524752475247525
Glucose.all_ethnicities.both.dynamic_med_corrected.IRNT,3.1702829022236005,3.176009422174014,4.9600064011445e-4,0.0594059405940594,4.003638482799768e-6,0.009900990099009901
Glucose.all_ethnicities.both.dynamic_med_corrected.RAW,3.290096236632857,3.284922919134753,4.9556210094593e-4,0.099009900990099,3.4222532696991618e-6,0.009900990099009901
Glucose.all_ethnicities.both.original.IRNT,3.208809172800602,3.208790152027914,4.9622865324572e-4,0.0396039603960396,3.892531762361706e-6,0.009900990099009901
Glucose.all_ethnicities.both.original.RAW,3.28147370993263,3.0753265863243224,4.9559198428405e-4,0.0396039603960396,3.488073000552927e-6,0.009900990099009901
Glucose.all_ethnicities.both.original.with_med_correction.IRNT,3.2102166861327976,3.210197457708065,4.9608357156278e-4,0.0594059405940594,3.884096737745424e-6,0.009900990099009901
Glucose.all_ethnicities.both.original.with_med_correction.RAW,3.2808018980616325,3.077174039239069,4.9561989898445e-4,0.06930693069306931,3.4987821246300344e-6,0.009900990099009901
Glucose.all_ethnicities.both.static_med_corrected.IRNT,2.982011578208829,2.9688162300052165,4.9614065346106e-4,0.0594059405940594,3.9571483173954894e-6,0.009900990099009901
Glucose.all_ethnicities.both.static_med_corrected.RAW,2.848433935039768,2.8377021948827235,4.9618621376321e-4,0.0396039603960396,3.2754713542375287e-6,0.009900990099009901
Glycated_haemoglobin_HbA1c.all_ethnicities.both.2nd_visit.original.RAW,2.9112689638109095,3.3789299692950236,5.1303644186416e-4,0.0099009900990099,8.671347509098953e-5,0.10891089108910891
Glycated_haemoglobin_HbA1c.all_ethnicities.both.dynamic_med_corrected.IRNT,2.7442820368831744,2.7255271287497966,4.9457133104352e-4,0.5544554455445545,6.025677830475316e-6,0.009900990099009901
Glycated_haemoglobin_HbA1c.all_ethnicities.both.dynamic_med_corrected.RAW,2.812953239633827,2.811216306407841,4.943692484378e-4,0.6336633663366337,4.536210343252037e-6,0.009900990099009901
Glycated_haemoglobin_HbA1c.all_ethnicities.both.original.IRNT,2.733944645030453,2.733648198710738,4.9530866428129e-4,0.10891089108910892,5.478787966251009e-6,0.009900990099009901
Glycated_haemoglobin_HbA1c.all_ethnicities.both.original.RAW,3.331125235063588,2.5846221414367325,4.9411946054613e-4,0.099009900990099,4.50441698028603e-6,0.009900990099009901
Glycated_haemoglobin_HbA1c.all_ethnicities.both.original.with_med_correction.IRNT,2.7071081643831314,2.706808760445776,4.9554620088575e-4,0.0891089108910891,5.469904727606334e-6,0.009900990099009901
Glycated_haemoglobin_HbA1c.all_ethnicities.both.original.with_med_correction.RAW,3.3312478691376533,2.565420705319389,4.8814784433701e-4,0.0891089108910891,4.48613766191458e-6,0.009900990099009901
Glycated_haemoglobin_HbA1c.all_ethnicities.both.static_med_corrected.IRNT,2.7850004014329524,2.784632082067384,4.9483163742724e-4,0.4356435643564357,5.9488871540889805e-6,0.009900990099009901
Glycated_haemoglobin_HbA1c.all_ethnicities.both.static_med_corrected.RAW,2.784854363286336,2.654643566646184,4.9474531921625e-4,0.45544554455445546,4.295832990936684e-6,0.009900990099009901
Haematocrit_percentage.all_ethnicities.both.2nd_visit.original.RAW,2.9011547751694766,3.258299670620398,5.0888711133114e-4,0.0099009900990099,4.551734085989079e-5,0.9702970297029703
Haematocrit_percentage.all_ethnicities.both.dynamic_med_corrected.IRNT,3.2194081968006736,3.206594515235663,4.9430471826053e-4,0.693069306930693,6.374176987516974e-6,0.009900990099009901
Haematocrit_percentage.all_ethnicities.both.dynamic_med_corrected.RAW,3.2050369503733296,3.1602920945711452,4.9422020218101e-4,0.7326732673267327,6.222991007349452e-6,0.009900990099009901
Haematocrit_percentage.all_ethnicities.both.original.IRNT,3.041201070478953,3.041105532281853,4.9471665341779e-4,0.37623762376237624,4.1163896735141314e-6,0.009900990099009901
Haematocrit_percentage.all_ethnicities.both.original.RAW,3.27643296508461,3.0390065485051885,4.9405818309753e-4,0.38613861386138615,4.043347668680752e-6,0.009900990099009901
Haematocrit_percentage.all_ethnicities.both.original.with_med_correction.IRNT,3.033300380151276,3.033205871296907,4.9487201513587e-4,0.2871287128712871,4.102072687917069e-6,0.009900990099009901
Haematocrit_percentage.all_ethnicities.both.original.with_med_correction.RAW,3.2773613520334233,3.0303692376634332,4.9280925482401e-4,0.3069306930693069,4.032301240908254e-6,0.009900990099009901
Haematocrit_percentage.all_ethnicities.both.static_med_corrected.IRNT,3.101431556230803,3.0030736248494714,4.9396870487029e-4,0.801980198019802,6.4527138001594e-6,0.009900990099009901
Haematocrit_percentage.all_ethnicities.both.static_med_corrected.RAW,3.179652184923897,3.005934167614168,4.9394717005764e-4,0.7920792079207921,6.301885571541723e-6,0.009900990099009901
Haemoglobin_concentration.all_ethnicities.both.2nd_visit.original.RAW,2.9049809974613385,3.146864606232168,5.0587658667112e-4,0.0099009900990099,4.109565907300938e-5,1
Haemoglobin_concentration.all_ethnicities.both.dynamic_med_corrected.IRNT,2.956841232112937,3.016799427601258,4.9374803681928e-4,0.8811881188118812,6.741750902436058e-6,0.009900990099009901
Haemoglobin_concentration.all_ethnicities.both.dynamic_med_corrected.RAW,2.791315859430387,2.6807867804948944,4.9396756349882e-4,0.8217821782178217,6.538828849526759e-6,0.009900990099009901
Haemoglobin_concentration.all_ethnicities.both.original.IRNT,2.789320801643209,2.7891627493697215,4.9518645942174e-4,0.1782178217821782,4.189887094496747e-6,0.009900990099009901
Haemoglobin_concentration.all_ethnicities.both.original.RAW,3.264791940261422,2.782288589553359,4.9418366640378e-4,0.13861386138613865,4.086009299575366e-6,0.009900990099009901
Haemoglobin_concentration.all_ethnicities.both.original.with_med_correction.IRNT,2.818539739201186,2.8183838539511608,4.953911881276e-4,0.10891089108910892,4.186125231175897e-6,0.009900990099009901
Haemoglobin_concentration.all_ethnicities.both.original.with_med_correction.RAW,3.2655509329159966,2.8151307424736287,4.953052178202e-4,0.10891089108910892,4.080222515634446e-6,0.009900990099009901
Haemoglobin_concentration.all_ethnicities.both.static_med_corrected.IRNT,3.0293067511344653,3.028601407461815,4.9383919601548e-4,0.8712871287128713,6.803681503958754e-6,0.009900990099009901
Haemoglobin_concentration.all_ethnicities.both.static_med_corrected.RAW,3.0693233897463257,3.0590106724122323,4.9387353254174e-4,0.8514851485148515,6.60669020007539e-6,0.009900990099009901
Hand_grip_strength_left.all_ethnicities.both.2nd_visit.original.RAW,2.9266857998975286,3.228774925800732,4.7544646850867e-4,0.0099009900990099,2.640460197844696e-5,1
Hand_grip_strength_left.all_ethnicities.both.dynamic_med_corrected.IRNT,2.925852068402467,2.869475016969724,4.9455071355726e-4,0.594059405940594,5.240986166201063e-6,0.009900990099009901
Hand_grip_strength_left.all_ethnicities.both.dynamic_med_corrected.RAW,2.9352643735506656,2.8819438510887374,4.9457116560575e-4,0.5445544554455446,5.422912532097985e-6,0.009900990099009901
Hand_grip_strength_left.all_ethnicities.both.original.IRNT,2.999488628182202,2.999467839181153,4.9507755494893e-4,0.2079207920792079,2.535635873934794e-6,0.0297029702970297
Hand_grip_strength_left.all_ethnicities.both.original.RAW,3.1532882434639937,2.973558882956441,4.7615605962832e-4,0.13861386138613865,2.4370093191228293e-6,0.0594059405940594
Hand_grip_strength_left.all_ethnicities.both.original.with_med_correction.IRNT,2.981721518996259,2.981700247589506,4.9535543048482e-4,0.1188118811881188,2.529868644796096e-6,0.0297029702970297
Hand_grip_strength_left.all_ethnicities.both.original.with_med_correction.RAW,3.157291372555231,2.9662463729125976,4.9093884875668e-4,0.16831683168316833,2.434175151222462e-6,0.0594059405940594
Hand_grip_strength_left.all_ethnicities.both.static_med_corrected.IRNT,3.0688179051011124,3.075019056330658,4.9419105878176e-4,0.7722772277227723,5.273432923845479e-6,0.009900990099009901
Hand_grip_strength_left.all_ethnicities.both.static_med_corrected.RAW,3.010392429342331,3.007110460293763,4.9442476138151e-4,0.6435643564356436,5.452496982349987e-6,0.009900990099009901
Hand_grip_strength_right.all_ethnicities.both.2nd_visit.original.RAW,2.9232196407208626,3.2799071306149328,4.8241252350262e-4,0.0099009900990099,2.739549702091004e-5,1
Hand_grip_strength_right.all_ethnicities.both.dynamic_med_corrected.IRNT,2.14234995030585,2.141639566805956,4.9500851526701e-4,0.2871287128712871,4.7079132041416115e-6,0.009900990099009901
Hand_grip_strength_right.all_ethnicities.both.dynamic_med_corrected.RAW,2.1452333531921055,2.147323511475577,4.948040934767e-4,0.36633663366336633,4.894260817150247e-6,0.009900990099009901
Hand_grip_strength_right.all_ethnicities.both.original.IRNT,2.904551052911997,2.9045264516132834,4.9541827064834e-4,0.0891089108910891,2.3339572816638565e-6,0.16831683168316833
Hand_grip_strength_right.all_ethnicities.both.original.RAW,3.12862828863962,2.912211979040527,4.6888656829401e-4,0.0594059405940594,2.262621197290926e-6,0.21782178217821782
Hand_grip_strength_right.all_ethnicities.both.original.with_med_correction.IRNT,2.9026945066420664,2.902669603752672,4.9549746805753e-4,0.099009900990099,2.333751755956293e-6,0.16831683168316833
Hand_grip_strength_right.all_ethnicities.both.original.with_med_correction.RAW,3.127477958911461,2.9086511645119018,4.7257256511318e-4,0.06930693069306931,2.265527741518447e-6,0.2079207920792079
Hand_grip_strength_right.all_ethnicities.both.static_med_corrected.IRNT,2.5624990339950933,2.56700918942073,4.9525226473111e-4,0.16831683168316833,4.7126602621945294e-6,0.009900990099009901
Hand_grip_strength_right.all_ethnicities.both.static_med_corrected.RAW,2.502942021620694,2.5042538163939905,0.00049482751170501005,0.4356435643564357,4.8926912881771395e-6,0.009900990099009901
HDL_cholesterol.all_ethnicities.both.2nd_visit.original.RAW,2.910753390454305,3.3548079213880335,5.1308660259387e-4,0.0099009900990099,6.464910852410632e-5,0.9405940594059405
HDL_cholesterol.all_ethnicities.both.dynamic_med_corrected.IRNT,2.89213030598419,2.8716342183751347,4.9438257980431e-4,0.5742574257425742,6.9045069251991935e-6,0.009900990099009901
HDL_cholesterol.all_ethnicities.both.dynamic_med_corrected.RAW,2.935578838361663,2.9310088431160715,4.9406143879952e-4,0.7524752475247525,6.614081170818126e-6,0.009900990099009901
HDL_cholesterol.all_ethnicities.both.original.IRNT,3.001000773274507,3.0009822075193755,4.9464532393676e-4,0.5247524752475248,5.656394249348162e-6,0.009900990099009901
HDL_cholesterol.all_ethnicities.both.original.RAW,3.1832962440519115,3.012017493928924,4.93773633594e-4,0.5346534653465347,5.488228756789226e-6,0.009900990099009901
HDL_cholesterol.all_ethnicities.both.original.with_med_correction.IRNT,3.000839855813555,3.0008198357738394,4.9452439569502e-4,0.594059405940594,5.612486997597088e-6,0.009900990099009901
HDL_cholesterol.all_ethnicities.both.original.with_med_correction.RAW,3.1837329876652936,3.007386310715009,4.9452263909757e-4,0.6039603960396039,5.467492292077214e-6,0.009900990099009901
HDL_cholesterol.all_ethnicities.both.static_med_corrected.IRNT,2.9648505121142628,2.9689169193170044,4.9414529774648e-4,0.693069306930693,6.922196254406303e-6,0.009900990099009901
HDL_cholesterol.all_ethnicities.both.static_med_corrected.RAW,2.9607039956590557,2.964182423172747,4.9418397910483e-4,0.693069306930693,6.615748127969499e-6,0.009900990099009901
Heel_bone_mineral_density_BMD_left.all_ethnicities.both.2nd_visit.original.RAW,2.954999533147571,3.343360071649151,5.1758057752612e-4,0.0099009900990099,2.0128500334647137e-4,0.9207920792079208
Heel_bone_mineral_density_BMD_left.all_ethnicities.both.dynamic_med_corrected.IRNT,3.017521723784287,3.0228253874580777,5.016095196242e-4,0.0099009900990099,1.1406482174992212e-5,0.009900990099009901
Heel_bone_mineral_density_BMD_left.all_ethnicities.both.dynamic_med_corrected.RAW,3.0239667196408604,3.0805828559849027,5.019683650932e-4,0.0099009900990099,1.0015113929550332e-5,0.009900990099009901
Heel_bone_mineral_density_BMD_left.all_ethnicities.both.original.IRNT,2.756317259794525,2.754762611368392,5.0268779342028e-4,0.0099009900990099,1.031213554085475e-5,0.009900990099009901
Heel_bone_mineral_density_BMD_left.all_ethnicities.both.original.RAW,2.8227582348621696,2.6174941200659276,5.0254270125046e-4,0.0099009900990099,9.095621066906869e-6,0.009900990099009901
Heel_bone_mineral_density_BMD_left.all_ethnicities.both.original.with_med_correction.IRNT,2.756317259794525,2.754762611368392,5.0268779342028e-4,0.0099009900990099,1.031213554085475e-5,0.009900990099009901
Heel_bone_mineral_density_BMD_left.all_ethnicities.both.original.with_med_correction.RAW,2.8227582348621696,2.6174941200659276,5.0254270125046e-4,0.0099009900990099,9.095621066906869e-6,0.009900990099009901
Heel_bone_mineral_density_BMD_left.all_ethnicities.both.static_med_corrected.IRNT,2.873163092666311,2.967508907531639,5.0142357577039e-4,0.0099009900990099,1.1469542438049108e-5,0.009900990099009901
Heel_bone_mineral_density_BMD_left.all_ethnicities.both.static_med_corrected.RAW,2.964856450299078,2.991577788011728,5.0211569220015e-4,0.0099009900990099,1.006853137819371e-5,0.009900990099009901
Heel_bone_mineral_density_BMD_right.all_ethnicities.both.2nd_visit.original.RAW,2.9251432255927305,3.393427721232496,5.2772102901253e-4,0.0099009900990099,2.0179556106242336e-4,0.9306930693069307
Heel_bone_mineral_density_BMD_right.all_ethnicities.both.dynamic_med_corrected.IRNT,3.2463873596624695,3.214056237282909,5.0289516307148e-4,0.0099009900990099,1.2210027545122775e-5,0.009900990099009901
Heel_bone_mineral_density_BMD_right.all_ethnicities.both.dynamic_med_corrected.RAW,2.711751684390804,2.8605090025895796,5.0296410794434e-4,0.0099009900990099,1.0891698745731324e-5,0.009900990099009901
Heel_bone_mineral_density_BMD_right.all_ethnicities.both.original.IRNT,2.767760004811127,2.7661773331928066,5.0405240253284e-4,0.0099009900990099,1.0791487743494477e-5,0.009900990099009901
Heel_bone_mineral_density_BMD_right.all_ethnicities.both.original.RAW,2.826978741859528,2.6106580978425784,5.0358764628058e-4,0.0099009900990099,9.704393408083156e-6,0.009900990099009901
Heel_bone_mineral_density_BMD_right.all_ethnicities.both.original.with_med_correction.IRNT,2.7613786031580356,2.7597828033762397,5.0371650750148e-4,0.0099009900990099,1.1052718019682883e-5,0.009900990099009901
Heel_bone_mineral_density_BMD_right.all_ethnicities.both.original.with_med_correction.RAW,2.82400321775801,2.60471887519741,5.0359565965069e-4,0.0099009900990099,9.883741401012223e-6,0.009900990099009901
Heel_bone_mineral_density_BMD_right.all_ethnicities.both.static_med_corrected.IRNT,2.7880568530735292,2.774474113651311,5.0279552658747e-4,0.0099009900990099,1.1989029092869905e-5,0.009900990099009901
Heel_bone_mineral_density_BMD_right.all_ethnicities.both.static_med_corrected.RAW,3.3255689470503227,3.2509299634397983,5.0319105088403e-4,0.0099009900990099,1.0780576224761566e-5,0.009900990099009901
Heel_bone_mineral_density_BMD_T_score_automated_left.all_ethnicities.both.2nd_visit.original.RAW,3.3016809030218104,3.3513256401061855,5.2172341501945e-4,0.0099009900990099,2.048214443057528e-4,0.8712871287128713
Heel_bone_mineral_density_BMD_T_score_automated_left.all_ethnicities.both.dynamic_med_corrected.IRNT,3.3542815266493657,3.2839242327821343,5.0173341063083e-4,0.0099009900990099,1.1500386751451724e-5,0.009900990099009901
Heel_bone_mineral_density_BMD_T_score_automated_left.all_ethnicities.both.dynamic_med_corrected.RAW,3.189846871104142,3.1945332616033606,5.0201669111433e-4,0.0099009900990099,1.0108563856562075e-5,0.009900990099009901
Heel_bone_mineral_density_BMD_T_score_automated_left.all_ethnicities.both.original.IRNT,2.746740275264278,2.745181784769341,5.0261824472578e-4,0.0099009900990099,1.0417469694587456e-5,0.009900990099009901
Heel_bone_mineral_density_BMD_T_score_automated_left.all_ethnicities.both.original.RAW,2.811730122592871,2.6123656199187244,5.0258758898214e-4,0.0099009900990099,9.209991722131106e-6,0.009900990099009901
Heel_bone_mineral_density_BMD_T_score_automated_left.all_ethnicities.both.original.with_med_correction.IRNT,2.746740275264278,2.745181784769341,5.0261824472578e-4,0.0099009900990099,1.0417469694587456e-5,0.009900990099009901
Heel_bone_mineral_density_BMD_T_score_automated_left.all_ethnicities.both.original.with_med_correction.RAW,2.811730122592871,2.6123656199187244,5.0258758898214e-4,0.0099009900990099,9.209991722131106e-6,0.009900990099009901
Heel_bone_mineral_density_BMD_T_score_automated_left.all_ethnicities.both.static_med_corrected.IRNT,2.9416361170777447,3.066321636881488,5.0152461439065e-4,0.0099009900990099,1.1562647658242438e-5,0.009900990099009901
Heel_bone_mineral_density_BMD_T_score_automated_left.all_ethnicities.both.static_med_corrected.RAW,3.021485389317027,3.027516232283104,5.0198681027445e-4,0.0099009900990099,1.0160329806379344e-5,0.009900990099009901
Heel_bone_mineral_density_BMD_T_score_automated_right.all_ethnicities.both.2nd_visit.original.RAW,3.290915191060214,3.3917820584304015,5.2775386311171e-4,0.0099009900990099,2.0092877316761623e-4,0.9207920792079208
Heel_bone_mineral_density_BMD_T_score_automated_right.all_ethnicities.both.dynamic_med_corrected.IRNT,3.065000494751777,3.131075011996795,5.0321695895653e-4,0.0099009900990099,1.2068793130615414e-5,0.009900990099009901
Heel_bone_mineral_density_BMD_T_score_automated_right.all_ethnicities.both.dynamic_med_corrected.RAW,2.812291992478441,2.839265072368047,5.0309455573925e-4,0.0099009900990099,1.077836316860519e-5,0.009900990099009901
Heel_bone_mineral_density_BMD_T_score_automated_right.all_ethnicities.both.original.IRNT,2.77241114391724,2.770817809558695,5.0406838861966e-4,0.0099009900990099,1.08148074179637e-5,0.009900990099009901
Heel_bone_mineral_density_BMD_T_score_automated_right.all_ethnicities.both.original.RAW,2.7633774025900446,2.610584184363528,5.0389337683335e-4,0.0099009900990099,9.716124874437073e-6,0.009900990099009901
Heel_bone_mineral_density_BMD_T_score_automated_right.all_ethnicities.both.original.with_med_correction.IRNT,2.764204872991973,2.762599402161787,5.0362280116817e-4,0.0099009900990099,1.0928319570738254e-5,0.009900990099009901
Heel_bone_mineral_density_BMD_T_score_automated_right.all_ethnicities.both.original.with_med_correction.RAW,2.79539601296421,2.6007224221432113,5.0357838951851e-4,0.0099009900990099,9.788832120674608e-6,0.009900990099009901
Heel_bone_mineral_density_BMD_T_score_automated_right.all_ethnicities.both.static_med_corrected.IRNT,3.0853008961737225,3.2518984058649467,5.0293368130216e-4,0.0099009900990099,1.2023533113710566e-5,0.009900990099009901
Heel_bone_mineral_density_BMD_T_score_automated_right.all_ethnicities.both.static_med_corrected.RAW,3.2210304368609535,3.217475061001637,5.0312057581964e-4,0.0099009900990099,1.078714564085531e-5,0.009900990099009901
Heel_bone_mineral_density_BMD_T_score_automated.all_ethnicities.both.2nd_visit.original.RAW,3.1571357786133794,3.2816254740357755,5.2019066949254e-4,0.0099009900990099,8.01722259602608e-5,0.8217821782178217
Heel_bone_mineral_density_BMD_T_score_automated.all_ethnicities.both.dynamic_med_corrected.IRNT,3.1617419940802307,3.2081959993287623,4.9730717299812e-4,0.0099009900990099,9.863993320035256e-6,0.009900990099009901
Heel_bone_mineral_density_BMD_T_score_automated.all_ethnicities.both.dynamic_med_corrected.RAW,3.1746895767655814,3.229550297092611,4.9698075655477e-4,0.0099009900990099,8.769142820237668e-6,0.009900990099009901
Heel_bone_mineral_density_BMD_T_score_automated.all_ethnicities.both.original.IRNT,3.020223541334168,3.017199002715689,4.9718312537537e-4,0.0099009900990099,9.31833364468948e-6,0.009900990099009901
Heel_bone_mineral_density_BMD_T_score_automated.all_ethnicities.both.original.RAW,2.7105748803977687,2.8572351460168663,4.9701844236545e-4,0.0099009900990099,8.296278259406487e-6,0.009900990099009901
Heel_bone_mineral_density_BMD_T_score_automated.all_ethnicities.both.original.with_med_correction.IRNT,3.020223541334168,3.017199002715689,4.9718312537537e-4,0.0099009900990099,9.31833364468948e-6,0.009900990099009901
Heel_bone_mineral_density_BMD_T_score_automated.all_ethnicities.both.original.with_med_correction.RAW,2.7105748803977687,2.8572351460168663,4.9701844236545e-4,0.0099009900990099,8.296278259406487e-6,0.009900990099009901
Heel_bone_mineral_density_BMD_T_score_automated.all_ethnicities.both.static_med_corrected.IRNT,3.1617419940802307,3.2081959993287623,4.9730717299812e-4,0.0099009900990099,9.863993320035256e-6,0.009900990099009901
Heel_bone_mineral_density_BMD_T_score_automated.all_ethnicities.both.static_med_corrected.RAW,3.1746895767655814,3.229550297092611,4.9698075655477e-4,0.0099009900990099,8.769142820237668e-6,0.009900990099009901
